Category,Headline,Author,Date,Description,Image URL,Article Body
sports,Wasn't the day to do this: Akram on Babar receiving India jerseys from Kohli after loss,,2023-10-15T06:22:59.000Z,Wasn't the day to do this: Akram on Babar receiving India jerseys from Kohli after loss,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697346499836_904.jpg?,"Talking about Pakistan captain Babar Azam receiving signed India jerseys from Virat Kohli after India defeated Pakistan in their ODI World Cup 2023 match, Wasim Akram said, ""It wasn't the day to do this."" He added, ""If you want to do it– if your uncle’s son has asked you to get Kohli’s shirt– then do it after...game in...dressing room."""
sports,Over 1 lakh people sing 'Jai Shri Ram' at Narendra Modi Stadium during Pakistan's batting,,2023-10-15T06:22:58.000Z,Over 1 lakh people sing 'Jai Shri Ram' at Narendra Modi Stadium during Pakistan's batting,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697349247056_515.jpg?,"A video went viral showing more than one lakh people singing 'Jai Shri Ram' together during Pakistan's batting against India at the Narendra Modi Stadium in Ahmedabad. Reacting to the video, a fan commented, ""Goosebumps."" Another wrote, ""Great atmosphere."" Pakistan were bowled out for 191, with India chasing down the target in 30.3 overs."
sports,"Absolute jaffa from India, Pak were never in game: Munaf Patel",,2023-10-15T06:22:54.000Z,"Absolute jaffa from India, Pak were never in game: Munaf Patel",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697349052868_985.jpg?,"Discussing India's win in their World Cup 2023 match against Pakistan, ex-India cricketer Munaf Patel said, ""Absolute jaffa from India."" ""Pakistan were never in game. Rohit and boys have done it again,"" he stated. Pakistan had set a target of 192 runs which India chased down in 30.3 overs. India have 8-0 record against Pakistan in ODI World Cup history."
sports,Israel shares viral pic of fan holding 'India with Israel' poster during India-Pak match,,2023-10-15T06:17:54.000Z,Israel shares viral pic of fan holding 'India with Israel' poster during India-Pak match,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697349571484_934.jpg?,"Israel shared pictures of an Indian fan holding 'India with Israel' poster at an India vs Pakistan ODI World Cup match on Saturday. ""We were really moved by Indian friends showing their solidarity with Israel. We're happy that India emerged victorious in the #INDvsPAK match...and that Pakistan was unable to attribute its victory to the terrorists of #Hamas,"" Israel tweeted."
sports,"Shaheen Afridi is not Wasim Akram, no need to overhype him: Ravi Shastri",,2023-10-15T05:59:00.000Z,"Shaheen Afridi is not Wasim Akram, no need to overhype him: Ravi Shastri",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697343293243_466.jpg?,"Former Team India head coach Ravi Shastri has said that Pakistan fast bowler Shaheen Afridi is not Wasim Akram, adding that there is no need to overhype him. ""If a player is simply a good player, we should restrict our praise to saying he is a good player. He’s not a great player, we need to admit that,"" Shastri added."
sports,Exploring plans to create Olympic Esports Games: IOC Prez Bach,,2023-10-15T05:55:16.000Z,Exploring plans to create Olympic Esports Games: IOC Prez Bach,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697346411899_449.jpg?,"International Olympic Committee (IOC) President Thomas Bach, while speaking at opening ceremony of 141st IOC Session in Mumbai, said that he has ""asked new IOC Esports Commission to study the creation of Olympic Esports Games"". In 2021, the IOC developed the Olympic Virtual Series. It was the IOC's first pilot venture in esports."
sports,Illustrates Olympic spirit: IOC Prez on India's Asiad medal tally,,2023-10-15T05:37:35.000Z,Illustrates Olympic spirit: IOC Prez on India's Asiad medal tally,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697344566942_478.jpg?,"Speaking at 141st International Olympic Committee (IOC) session in Mumbai, IOC President Thomas Bach said India winning 107 medals at 19th Asiad is another ""illustration of the growing Olympic spirit"" in the country. ""Congratulations to India on its record-breaking medal haul. This is something that the entire Olympic community in India can be very proud of,"" he stated."
sports,"Shah Rukh Khan attends IOC session in Mumbai, picture surfaces",,2023-10-15T04:53:23.000Z,"Shah Rukh Khan attends IOC session in Mumbai, picture surfaces",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697344758311_441.jpg?,"Actor Shah Rukh Khan attended the International Olympic Committee (IOC) session that was held at the Nita Mukesh Ambani Cultural Centre (NMACC) in Mumbai on Saturday. Deepika Padukone, Alia Bhatt and Ranbir Kapoor also attended the event. A picture of the four actors surfaced online. Javelin thrower Neeraj Chopra also attended the session."
sports,"Amit Shah enjoying Ind-Pak match, taking sporting break: Priyanka",,2023-10-15T04:39:57.000Z,"Amit Shah enjoying Ind-Pak match, taking sporting break: Priyanka",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697342266249_361.jpg?,"Shiv Sena (UBT) MP Priyanka Chaturvedi shared a picture of Union Home Minister Amit Shah watching India-Pakistan World Cup match at the Narendra Modi Stadium. She said, ""[Amit Shah] enjoying the match at stadium. Martyrs be damned, terror victims can wait, cricket and entertainment with enemy nation come first. So the 'chappan' inch dialogue can finally take a sporting break."""
sports,No festival complete without sports for us: PM Modi at IOC session,,2023-10-15T04:31:23.000Z,No festival complete without sports for us: PM Modi at IOC session,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697343280014_132.jpg?,"Speaking at the inauguration of 141st International Olympic Committee (IOC) session in Mumbai, PM Narendra Modi said, ""No festival is complete without sports for us."" ""Sports has been an important part of India's culture and lifestyle,"" he stated. ""We are putting special focus on inclusivity and diversity in the sports sector,"" PM Modi added."
sports,"Qatari businessman Jassim withdraws ₹50,000-cr bid to buy Man Utd",,2023-10-15T04:27:19.000Z,"Qatari businessman Jassim withdraws ₹50,000-cr bid to buy Man Utd",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697343460302_684.jpg?,"Qatari businessman Sheikh Jassim bin Hamad Al Thani has withdrawn his ₹50,000-crore bid to buy Manchester United, reports said. His offer was reportedly the only bid for 100% of the football club. His withdrawal has left British billionaire Sir Jim Ratcliffe the only bidder for the club. Ratcliffe seeks to buy 25% stake in Manchester United for over ₹13,100 crore."
sports,Didn't expect Pakistan to surrender like this: Harbhajan Singh,,2023-10-15T03:55:49.000Z,Didn't expect Pakistan to surrender like this: Harbhajan Singh,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697340503928_491.jpg?,"Reacting to Pakistan's loss in their World Cup 2023 match against India, ex-India cricketer Harbhajan Singh said, ""Didn't expect Pakistan to surrender like this."" ""Bowlers had a fantastic day and didn't give Pakistan batters any space to score,"" he stated. Praising India captain Rohit Sharma who scored 86(63) in the match, Harbhajan said, ""Fabulous knock by captain."""
sports,India hosting IOC session after 40 years matter of pride: PM Modi,,2023-10-15T03:51:22.000Z,India hosting IOC session after 40 years matter of pride: PM Modi,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697341670285_501.jpg?,"Talking about India hosting an International Olympic Committee (IOC) session after 40 years, PM Narendra Modi termed it as a matter of great pride. ""India's ready for global sports events...Sports is an important aspect of Indian culture and lifestyle. The language and spirit of sports is universal. There are no losers,"" he added. India is hosting the 141st IOC session."
sports,"Pics show Indians dancing, bursting crackers after India beat Pak by 7 wickets",,2023-10-15T03:34:08.000Z,"Pics show Indians dancing, bursting crackers after India beat Pak by 7 wickets",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697339261403_121.jpg?,Pictures and videos showing fans dancing and bursting firecrackers to celebrate Team India's win against Pakistan in an ODI World Cup 2023 match have surfaced online. People across India could be seen celebrating India's biggest victory (by wickets) against Pakistan in ODI World Cups. India dismissed Pakistan for 191 runs before defeating them by 7 wickets.
sports,Video of Virat Kohli and Anushka Sharma during Team India's celebrations in hotel goes viral,,2023-10-15T03:31:37.000Z,Video of Virat Kohli and Anushka Sharma during Team India's celebrations in hotel goes viral,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697339917544_647.jpg?,"A video of Virat Kohli during Team India's celebrations in hotel in Ahmedabad after their win against Pakistan in ODI World Cup 2023 has gone viral. In the video, Kohli and Anushka Sharma can be seen greeting and interacting with Rohit Sharma's wife Ritika Sajdeh, Ravindra Jadeja's wife Rivaba Jadeja and Ravichandran Ashwin's wife Prithi Ashwin."
sports,Need to reunite which cannot happen on battlefields: Nita Ambani,,2023-10-15T03:30:25.000Z,Need to reunite which cannot happen on battlefields: Nita Ambani,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697303130742_421.jpg?,"While interacting at the 141st International Olympic Committee (IOC) session, IOC member Nita Ambani said, ""Our world needs to reunite in fraternity."" ""This cannot happen on battlefields, it can only happen on sports fields,"" she added. ""Our young girls and boys are exhibiting...talent in diverse sporting arenas,"" she stated."
sports,"We were timid, went into shell: Arthur on Pak's loss vs India",,2023-10-15T03:19:48.000Z,"We were timid, went into shell: Arthur on Pak's loss vs India",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697337622686_89.jpg?,"Speaking about their loss in the World Cup 2023 match against India, Pakistan cricket team's director Mickey Arthur said they ""were a little bit timid"" and ""we just went into our shells"". ""I would have liked us to really take the game on just a little bit more,"" he stated. India defeated Pakistan by seven wickets."
sports,"Fans cheer as Team India's bus arrives at hotel after win against Pakistan, video goes viral",,2023-10-15T03:18:58.000Z,"Fans cheer as Team India's bus arrives at hotel after win against Pakistan, video goes viral",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697338842224_148.jpg?,"A video has gone viral showing fans cheering as Team India's bus arrived at hotel after their win against Pakistan in ODI World Cup 2023 in Ahmedabad. In the video, some players can be seen waving to the fans from the bus. “We are celebrating like a festival...What a day,” a fan commented on the video. “Never-ending celebrations,” wrote another."
sports,"Rohit Sharma has hit 7 hundreds, 2 fifties in his last 14 ODI World Cup innings",,2023-10-15T02:57:31.000Z,"Rohit Sharma has hit 7 hundreds, 2 fifties in his last 14 ODI World Cup innings",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697306846666_892.jpg?,"India captain Rohit Sharma has slammed seven hundreds and two fifties in his last 14 ODI World Cup innings. His scores read 137(126), 34(48), 122*(144), 57(70), 140(113), 1(10), 18(23), 102(109), 104(92), 103(94), 1(4), 0(6), 131(84) and 86(63). Rohit has hit 217 runs in three ODI World Cup 2023 innings and is the top run-scorer among Indians in the ongoing tournament."
sports,"Gambhir shares pics with Sachin, Rohit; says 'Thanks for making this b'day really special'",,2023-10-15T02:57:04.000Z,"Gambhir shares pics with Sachin, Rohit; says 'Thanks for making this b'day really special'",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697307583208_167.jpg?,"Gautam Gambhir, who turned 42 on Saturday, took to Instagram to share pictures of him with Sachin Tendulkar, Rohit Sharma and his fellow commentator Irfan Pathan from Narendra Modi Stadium in Ahmedabad. ""Many thanks for making this birthday really special!"" he wrote. Notably, Gambhir commentated in India-Pakistan match on Saturday."
sports,"Lowest match aggregate recorded, fewest balls bowled in an India-Pakistan ODI WC match",,2023-10-14T17:55:09.000Z,"Lowest match aggregate recorded, fewest balls bowled in an India-Pakistan ODI WC match",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697304849491_321.jpg?,"A total of 383 runs were scored and 440 balls were bowled in India-Pakistan ODI World Cup 2023 match in Ahmedabad on Saturday. It's the lowest match aggregate and fewest balls bowled among all of the eight India-Pakistan ODI World Cup matches. Pakistan were bowled out for 191 in 42.5 overs, with India chasing down the target in 30.3 overs."
sports,Seriously? Aakash on Arthur's 'It seemed like a BCCI event' remark,,2023-10-14T17:51:51.000Z,Seriously? Aakash on Arthur's 'It seemed like a BCCI event' remark,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697304550448_642.jpg?,"Reacting to Pakistan team director Mickey Arthur stating that World Cup 2023 match between India and Pakistan seemed like a BCCI event rather than an ICC event, ex-India opener Aakash Chopra tweeted, ""I mean seriously?"" ""Did we hear Sri Lanka complain about...Hyderabad crowd...chanting ‘Pakistan Jeetega’?"" he added. ""I didn't hear Dil Dil Pakistan coming through...microphones,"" Arthur had stated."
sports,"Neeraj Chopra, Deepika Padukone, Alia-Ranbir attend IOC session opening ceremony in Mumbai",,2023-10-14T17:28:35.000Z,"Neeraj Chopra, Deepika Padukone, Alia-Ranbir attend IOC session opening ceremony in Mumbai",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697303263052_33.jpg?,"The 141st International Olympic Committee (IOC) session officially got underway at the Nita Mukesh Ambani Cultural Centre (NMACC) in Mumbai on Saturday. Neeraj Chopra, Deepika Padukone, Ranbir Kapoor and Alia Bhatt were among those who attended the opening ceremony. The session was inaugurated by PM Narendra Modi."
sports,Sri Lanka captain Dasun Shanaka ruled out of ODI World Cup 2023 with quad injury,,2023-10-14T17:24:18.000Z,Sri Lanka captain Dasun Shanaka ruled out of ODI World Cup 2023 with quad injury,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697302130365_577.jpg?,"Sri Lanka captain Dasun Shanaka has been ruled out of ODI World Cup 2023 due to a quad injury. He had picked up the injury during Sri Lanka's match against Pakistan on Tuesday. Scans have since revealed that the all-rounder will be sidelined for a minimum of three weeks, ICC said. All-rounder Chamika Karunaratne has replaced Shanaka in the squad."
sports,"Seemed like a BCCI event, there was no 'Dil Dil Pakistan': Pak team director Arthur",,2023-10-14T17:15:49.000Z,"Seemed like a BCCI event, there was no 'Dil Dil Pakistan': Pak team director Arthur",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697301443104_172.jpg?,"Following Pakistan's defeat against India in Ahmedabad in ODI World Cup 2023, Pakistan team director Mickey Arthur said, ""It didn't seem like...ICC event...let's be brutally honest."" He added, ""It seemed like a BCCI event...I didn't hear Dil Dil Pakistan coming through...microphones."" Earlier, Babar Azam had said, ""It would've been better if Pakistan fans were allowed to travel to India."""
sports,How does the ODI World Cup 2023 points table read after India's record win against Pakistan?,,2023-10-14T17:07:31.000Z,How does the ODI World Cup 2023 points table read after India's record win against Pakistan?,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697302941973_174.jpg?,"Following their biggest win (by wickets) against Pakistan in ODI World Cup history, India have jumped to the top of the ODI World Cup 2023 points table. India have six points with a net run-rate (NRR) of +1.821. New Zealand are placed second with six points and NRR of +1.604. Pakistan are fourth with four points and NRR of -0.137."
politics,Kamal Nath used to keep crying when he was CM: Shivraj Singh,,2023-10-15T09:49:48.000Z,Kamal Nath used to keep crying when he was CM: Shivraj Singh,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697360869733_887.jpg?,"Madhya Pradesh CM Shivraj Singh Chouhan criticised former MP CM Kamal Nath, saying that he kept crying when he was the CM about not having any money. Shivraj further added, “When I became the CM, bullets, kidnappings and mass killings were happening. Dacoits used to beat people up...Kamal Nath took Chhindwara away, but we took it back."""
politics,No word from 'mohabbat ki dukan' on India beating Pak in WC: Sarma,,2023-10-15T09:45:20.000Z,No word from 'mohabbat ki dukan' on India beating Pak in WC: Sarma,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697361749158_581.jpg?,"Assam CM Himanta Biswa Sarma has criticised the Congress, saying the entire country celebrated when India beat Pakistan in their ODI World Cup clash on Saturday, but there was no word from 'mohabbat ki dukan'. India defeated Pakistan by seven wickets and extended their 100% winning run against Pakistan in ODI World Cup history to eight matches."
politics,Are we qualified for int'l events: Saket on 'Jai Shri Ram' row,,2023-10-15T09:17:49.000Z,Are we qualified for int'l events: Saket on 'Jai Shri Ram' row,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697358359742_597.jpg?,"TMC MP Saket Gokhale shared a video of fans chanting 'Jai Shri Ram' while Pakistan batter Muhammad Rizwan was returning to the dressing room after getting out against India. Gokhale said, ""Massive doubts remain over whether we are qualified...enough to host any international sporting event. Not surprisingly, the stadium where this happened is called Narendra Modi Stadium."""
politics,"PM is 'Vote Ka Saudagar', how did he include himself in OBC: JD(U)",,2023-10-15T08:15:42.000Z,"PM is 'Vote Ka Saudagar', how did he include himself in OBC: JD(U)",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697355792800_32.jpg?,"JD(U) leader Neeraj Kumar criticised PM Narendra Modi and called him 'Vote Ka Saudagar’. He accused the PM of lying about his OBC status, saying that PM misused political power to include his caste in OBC. He added, “If Narendra Modi's caste is 'Modh-Ghanchi', then he was not backward socially or educationally. Then how did he include himself in OBC?"""
politics,Andhra court allows AC facility for Chandrababu Naidu in prison,,2023-10-15T07:22:13.000Z, Andhra court allows AC facility for Chandrababu Naidu in prison,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697352367520_442.jpg?,"A local court in Andhra Pradesh has allowed former CM and TDP chief Chandrababu Naidu to have air-conditioning (AC) facility in prison. Naidu is lodged in Rajamahendravaram Central Prison after his arrest in connection with alleged ₹371 crore skill development scam. Naidu's lawyers had filed a petition for the same ""in order [to] prevent rapid aggravation of his skin condition""."
politics,Congress releases 1st list of poll candidates for Chhattisgarh,,2023-10-15T06:05:41.000Z,Congress releases 1st list of poll candidates for Chhattisgarh,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697348713293_702.jpg?,"Congress has released its first list of 30 candidates for the Chhattisgarh Assembly elections, which are scheduled to take place in two phases on November 7 and 17. While CM Bhupesh Baghel will contest from Patan seat, Deputy CM TS Singh Deo has been fielded from Ambikapur seat. State Home Minister Tamradhwaj Sahu will contest from the Durg-Rural seat."
politics,Congress releases 1st list of poll candidates for MP,,2023-10-15T05:47:03.000Z,Congress releases 1st list of poll candidates for MP,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697347534426_2.jpg?,"Congress has released its first list of 144 candidates for the Madhya Pradesh Assembly elections, which are scheduled to take place on November 17. Former state CM Kamal Nath will contest from the Chhindwara seat, while party MP Digvijaya Singh's son Jaivardhan Singh has been fielded from the Raghogarh seat. Former state minister Jitu Patwari will contest from Rau seat."
politics,Congress’ corruption will be bowled out just like Pak: Shehzad,,2023-10-15T05:37:07.000Z,Congress’ corruption will be bowled out just like Pak: Shehzad,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697346334588_385.jpg?,"Ahead of the Rajasthan Assembly elections, BJP spokesperson Shehzad Poonawalla shared a post, calling the Congress party ""corrupt"". On the lines of the India-Pakistan World Cup match, Shehzad said, ""Congress’ corruption will be bowled out just like Pakistan."" He further added, ""Ab Congress corruption ko bolo no (say no to Congress corruption). Rajasthan se Congress go go go."""
politics,Congress releases 1st list of candidates for T'gana Assembly polls,,2023-10-15T05:14:13.000Z,Congress releases 1st list of candidates for T'gana Assembly polls,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697345481729_526.jpg?,"The Congress party released its first list of 55 candidates for Telangana Assembly polls on Sunday. According to the list, Congress state president Anumula Revanth Reddy will contest from Kodangal constituency, while Congress spokesperson Pawan Khera's wife and party leader, Dr Kota Neelima will be contesting from Sanathnagar. Bhatti Vikramarka Mallu will contest from Madhira-SC constituency."
politics,"If you vote for lotus, Adani will come out: Chhattisgarh CM",,2023-10-15T05:13:33.000Z,"If you vote for lotus, Adani will come out: Chhattisgarh CM",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697344566937_629.jpg?,"While addressing a gathering, Chhattisgarh CM Bhupesh Baghel in an apparent reference to the BJP, said that if people ""vote for 'kamal (lotus)', then Adani will come out"". However, he added that if people vote for Congress then it will benefit the poor, farmers will progress, etc. Chhattisgarh Assembly Elections will be conducted in November in two phases."
politics,Those who attacked WB's culture will now inaugurate pandals: TMC,,2023-10-15T04:52:32.000Z,Those who attacked WB's culture will now inaugurate pandals: TMC,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697343618733_411.jpg?,"TMC National General Secretary Abhishek Banerjee on Saturday said that those who once attacked West Bengal's culture were now coming to the state to inaugurate Durga Puja pandals. His remark comes ahead of Union Home Minister Amit Shah's visit to Kolkata on Monday for the inauguration of the Durga Puja pandal. ""This is a victory for Bengal’s heritage,"" Banerjee added."
politics,"Amit Shah enjoying Ind-Pak match, taking sporting break: Priyanka",,2023-10-15T04:39:57.000Z,"Amit Shah enjoying Ind-Pak match, taking sporting break: Priyanka",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697342266249_361.jpg?,"Shiv Sena (UBT) MP Priyanka Chaturvedi shared a picture of Union Home Minister Amit Shah watching India-Pakistan World Cup match at the Narendra Modi Stadium. She said, ""[Amit Shah] enjoying the match at stadium. Martyrs be damned, terror victims can wait, cricket and entertainment with enemy nation come first. So the 'chappan' inch dialogue can finally take a sporting break."""
politics,PM Modi-led govt will not be in Centre after 2024 polls: MK Stalin,,2023-10-15T03:56:43.000Z,PM Modi-led govt will not be in Centre after 2024 polls: MK Stalin,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697340687541_769.jpg?,"Tamil Nadu CM MK Stalin claimed that the PM Narendra Modi-led government will not remain in the Centre after the 2024 Lok Sabha elections. He said that I.N.D.I.A bloc is not just an election alliance but a policy alliance too. He added, ""The central government is doing a political conspiracy against women from backward communities."""
politics,"Owaisi urges PM Modi to help Gaza, calls Israeli PM devil & tyrant",,2023-10-15T03:28:53.000Z,"Owaisi urges PM Modi to help Gaza, calls Israeli PM devil & tyrant",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697338072182_123.jpg?,"AIMIM chief Asaduddin Owaisi urged PM Narendra Modi to provide help to people of Gaza amid the Israel-Hamas war. He further said that Israeli PM Benjamin Netanyahu is a devil, tyrant and war criminal. He added, ""I am proudly wearing the flag of Palestine and our Tricolour too...Palestine is not just a matter for Muslims. It is a humanitarian issue."""
politics,Have to say 'Bharat Mata ki Jai' to live in India: Union Minister,,2023-10-15T03:21:06.000Z,Have to say 'Bharat Mata ki Jai' to live in India: Union Minister,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697338245176_622.jpg?,"Union Minister Kailash Choudhary while addressing a farmers' convention on Saturday, said, ""Bharat me rehna hai, toh 'Bharat Mata ki Jai' bolna hoga (If you want to live in India, you have to say 'Bharat Mata ki Jai')."" He also referred to the ""language used"" by public representatives in Hyderabad and claimed that they should be taught a ""lesson""."
politics,"Free poha, jalebi to be offered to early voters in Madhya Pradesh's Indore",,2023-10-14T14:24:27.000Z,"Free poha, jalebi to be offered to early voters in Madhya Pradesh's Indore",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697291063561_665.jpg?,"Shop owners in Indore's famous '56 Dukan' food hub will offer free poha and jalebi to people who come early to vote for Madhya Pradesh Assembly elections. ""The offer will remain operational only till 9 am on November 17, the day of voting,"" the president of 56 Dukan Traders' Association said. The election will be held in a single phase."
politics,Feeling lucky as an Indian: Shehla Rashid on Israel-Hamas war,,2023-10-14T11:29:29.000Z,Feeling lucky as an Indian: Shehla Rashid on Israel-Hamas war,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697281504465_864.jpg?,"Reacting to the Israel-Hamas war, former JNU Students' Union leader and activist Shehla Rashid lauded the Indian Army and security forces for ""bringing peace to Kashmir"". She said, ""Looking at the events in the Middle East, today I realise how lucky we are as Indians. The Indian Army and security forces have sacrificed their everything for our safety."""
politics,Youngsters will oust BRS govt: Kharge as Hyd woman dies by suicide,,2023-10-14T10:34:15.000Z,Youngsters will oust BRS govt: Kharge as Hyd woman dies by suicide,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697277511823_456.jpg?,"Reacting to the alleged suicide of a TSPSC aspirant in Hyderabad, Congress President Mallikarjun Kharge called the BRS government ""inefficient"" and said that youngsters in Telangana will oust it from power. He further said, ""[The victim] reportedly took the drastic step to end her life due to repeated postponements and irregularities in the State Public Service Commission exams."""
politics,"Congress believes in lies, corruption embedded in party: MoS IT",,2023-10-14T10:01:21.000Z,"Congress believes in lies, corruption embedded in party: MoS IT",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697275682004_492.jpg?,"Minister of State for IT Rajeev Chandrasekhar criticised the Congress, saying that corruption is embedded in the DNA of the party. He said that the Congress believes in fake guarantees, lies and corruption. He added, ""We saw [corruption] in Karnataka, and now [the Congress] wants to use the same political strategy in Telangana, Madhya Pradesh, Chhattisgarh and Rajasthan."""
politics,Murder of youngsters' dream: Rahul after Hyd woman dies by suicide,,2023-10-14T09:17:22.000Z,Murder of youngsters' dream: Rahul after Hyd woman dies by suicide,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697272658712_668.jpg?,"After a TSPSC aspirant who was preparing for exams allegedly died by suicide in Hyderabad, Congress MP Rahul Gandhi called the incident ""extremely sad"". He said, ""This is not suicide, this is murder of the dreams of youngsters, their hopes and aspirations."" Calling the KCR-led BRS government incompetent, he said, ""The youngsters of Telangana today are completely devastated by unemployment."""
politics,BJP wants India to focus on Israel and bury Manipur issue: Gokhale,,2023-10-14T08:47:27.000Z,BJP wants India to focus on Israel and bury Manipur issue: Gokhale,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697271036221_272.jpg?,"TMC MP Saket Gokhale claimed that the Manipur government has banned its people from sharing videos or images of the violence on social media. He said that the BJP wants the nation to focus on Israel to keep Manipur issue ""quietly buried"". He added, ""Another attempt by BJP government in Manipur to hide atrocities happening in state and their...inaction."""
politics,Ready to contest LS polls from Haryana if BJP allows: Brij Bhushan,,2023-10-14T07:41:35.000Z,Ready to contest LS polls from Haryana if BJP allows: Brij Bhushan,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697268299173_282.jpg?,"Ex-WFI chief and BJP MP Brij Bhushan Singh, who is accused of sexually harassing women wrestlers, said that he is ready to contest the Lok Sabha elections from Haryana if BJP gives him permission. He further said, ""People meet me [and ask me to] contest elections from Haryana. [They say that they will make me win] elections from [their] place."""
politics,"Assam CM Sarma wants to please RSS, he wants to be PM: Rashid Alvi",,2023-10-14T06:41:01.000Z,"Assam CM Sarma wants to please RSS, he wants to be PM: Rashid Alvi",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697261962273_467.jpg?,"Congress leader Rashid Alvi criticised Assam CM Himanta Biswa Sarma, saying that he wants to please RSS and BJP. Alvi also said that Sarma's agenda is to become India's PM. He added, ""I don't know why RSS is tolerating his statements."" He also reiterated Sarma's remark against ""Miya Muslims"". Sarma blamed ""Miya Muslim"" vendors for vegetable price rise in Assam."
